

		
0.000000000	0.000000000	0.000000000
0.001052000	0.001052000	0.022418000
0.002892000	0.002892000	0.050562000
0.005151000	0.005151000	0.076865000
0.007486000	0.007486000	0.097314000
0.009768000	0.009768000	0.116508000
0.012099000	0.012099000	0.134079000
0.014385000	0.014385000	0.150051000
0.016648000	0.016648000	0.164166000
0.018726000	0.018726000	0.177525000
0.020771000	0.020771000	0.188611000
0.022694000	0.022694000	0.199394000
0.024563000	0.024563000	0.209958000
0.026511000	0.026511000	0.221414000
0.028420000	0.028420000	0.232213000
0.030340000	0.030340000	0.242992000
0.032264000	0.032264000	0.253973000
0.034218000	0.034218000	0.264737000
0.036176000	0.036176000	0.274840000
0.038105000	0.038105000	0.285157000
0.040062000	0.040062000	0.296203000
0.042066000	0.042066000	0.306333000
0.044051000	0.044051000	0.316614000
0.046092000	0.046092000	0.327014000
0.048123000	0.048123000	0.337431000
0.050125000	0.050125000	0.347116000
0.052153000	0.052153000	0.356758000
0.054188000	0.054188000	0.366306000
0.056210000	0.056210000	0.375517000
0.058251000	0.058251000	0.384973000
0.060272000	0.060272000	0.394430000
0.062303000	0.062303000	0.403489000
0.064324000	0.064324000	0.411940000
0.066331000	0.066331000	0.420143000
0.068375000	0.068375000	0.428968000
0.070382000	0.070382000	0.437753000
0.072398000	0.072398000	0.445906000
0.074390000	0.074390000	0.453684000
0.076440000	0.076440000	0.461897000
0.078443000	0.078443000	0.470292000
0.080460000	0.080460000	0.477875000
0.082474000	0.082474000	0.485583000
0.084460000	0.084460000	0.493331000
0.086501000	0.086501000	0.500626000
0.088514000	0.088514000	0.507885000
0.090511000	0.090511000	0.515236000
0.092489000	0.092489000	0.522480000
0.094535000	0.094535000	0.529754000
0.096530000	0.096530000	0.537038000
0.098548000	0.098548000	0.543745000
0.100527000	0.100527000	0.550599000
0.102504000	0.102504000	0.557450000
0.104531000	0.104531000	0.564076000
0.106537000	0.106537000	0.570685000
0.108525000	0.108525000	0.577161000
0.110501000	0.110501000	0.583683000
0.112501000	0.112501000	0.590306000
0.114506000	0.114506000	0.596597000
0.116521000	0.116521000	0.603072000
0.118547000	0.118547000	0.609047000
0.120530000	0.120530000	0.614807000
0.122538000	0.122538000	0.621183000
0.124512000	0.124512000	0.627371000
0.126534000	0.126534000	0.633180000
0.128543000	0.128543000	0.639664000
0.130576000	0.130576000	0.645431000
0.132518000	0.132518000	0.650928000
0.134525000	0.134525000	0.656370000
0.136573000	0.136573000	0.662593000
0.138580000	0.138580000	0.668318000
0.140617000	0.140617000	0.674499000
0.142604000	0.142604000	0.680025000
0.144639000	0.144639000	0.685420000
0.146678000	0.146678000	0.690646000
0.148677000	0.148677000	0.696188000
0.150667000	0.150667000	0.701336000
0.152649000	0.152649000	0.706259000
0.154646000	0.154646000	0.711588000
0.156661000	0.156661000	0.717140000
0.158667000	0.158667000	0.722269000
0.160716000	0.160716000	0.727523000
0.162692000	0.162692000	0.732783000
0.164695000	0.164695000	0.737463000
0.166690000	0.166690000	0.742740000
0.168723000	0.168723000	0.747843000
0.170733000	0.170733000	0.752967000
0.172734000	0.172734000	0.757817000
0.174737000	0.174737000	0.762468000
0.176750000	0.176750000	0.767523000
0.178760000	0.178760000	0.772356000
0.180745000	0.180745000	0.777135000
0.182761000	0.182761000	0.782107000
0.184778000	0.184778000	0.786702000
0.186771000	0.186771000	0.791507000
0.188779000	0.188779000	0.796507000
0.190774000	0.190774000	0.800736000
0.192764000	0.192764000	0.805485000
0.194757000	0.194757000	0.810379000
0.196744000	0.196744000	0.814823000
0.198767000	0.198767000	0.819632000
0.200783000	0.200783000	0.824677000
0.202789000	0.202789000	0.829050000
0.204805000	0.204805000	0.833767000
0.206825000	0.206825000	0.838209000
0.208825000	0.208825000	0.843066000
0.210827000	0.210827000	0.847525000
0.212835000	0.212835000	0.851958000
0.214837000	0.214837000	0.856444000
0.216834000	0.216834000	0.861381000
0.218855000	0.218855000	0.865588000
0.220846000	0.220846000	0.870569000
0.222834000	0.222834000	0.874937000
0.224822000	0.224822000	0.879305000
0.226851000	0.226851000	0.883901000
0.228846000	0.228846000	0.888780000
0.230840000	0.230840000	0.893225000
0.232858000	0.232858000	0.897995000
0.234860000	0.234860000	0.902848000
0.236854000	0.236854000	0.907137000
0.238840000	0.238840000	0.911977000
0.240878000	0.240878000	0.917266000
0.242876000	0.242876000	0.921922000
0.244863000	0.244863000	0.926395000
0.246893000	0.246893000	0.931231000
0.248914000	0.248914000	0.935885000
0.250903000	0.250903000	0.940638000
0.252888000	0.252888000	0.945804000
0.254900000	0.254900000	0.950459000
0.256899000	0.256899000	0.955286000
0.258898000	0.258898000	0.960112000
0.260912000	0.260912000	0.965463000
0.262954000	0.262954000	0.970237000
0.264953000	0.264953000	0.975346000
0.266936000	0.266936000	0.980362000
0.268952000	0.268952000	0.985691000
0.270950000	0.270950000	0.991128000
0.272937000	0.272937000	0.996295000
0.274968000	0.274968000	1.001738000
0.276982000	0.276982000	1.006766000
0.278963000	0.278963000	1.012712000
0.280995000	0.280995000	1.018439000
0.283001000	0.283001000	1.024164000
0.285000000	0.285000000	1.029671000
0.287025000	0.287025000	1.035579000
0.289001000	0.289001000	1.041694000
0.291040000	0.291040000	1.048032000
0.293021000	0.293021000	1.053847000
0.295011000	0.295011000	1.060044000
0.297051000	0.297051000	1.066224000
0.299073000	0.299073000	1.072918000

		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		

